,FC_EMBIG,FC_EMBIG_DZ,FC_EMBIG_AO,FC_EMBIG_AR,FC_EMBIG_AM,FC_EMBIG_AZ,FC_EMBIG_BH,FC_EMBIG_BB_CTRY,FC_EMBIG_BY,FC_EMBIG_BZ,FC_EMBIG_BJ,FC_EMBIG_BO,FC_EMBIG_BR,FC_EMBIG_BG,FC_EMBIG_CM,FC_EMBIG_CL,FC_EMBIG_CN,FC_EMBIG_CO,FC_EMBIG_CR,FC_EMBIG_CI,FC_EMBIG_HR,FC_EMBIG_DO,FC_EMBIG_EC,FC_EMBIG_EG,FC_EMBIG_SV,FC_EMBIG_ET,FC_EMBIG_GA,FC_EMBIG_GE,FC_EMBIG_GH,FC_EMBIG_GR,FC_EMBIG_GT,FC_EMBIG_HN,FC_EMBIG_HU,FC_EMBIG_IN,FC_EMBIG_ID,FC_EMBIG_IQ,FC_EMBIG_JM,FC_EMBIG_JO,FC_EMBIG_KZ,FC_EMBIG_KE,FC_EMBIG_KW,FC_EMBIG_LV,FC_EMBIG_LB,FC_EMBIG_LT,FC_EMBIG_MY,FC_EMBIG_MV,FC_EMBIG_MX,FC_EMBIG_MN,FC_EMBIG_ME,FC_EMBIG_MA,FC_EMBIG_MZ,FC_EMBIG_NA,FC_EMBIG_NG,FC_EMBIG_OM,FC_EMBIG_PK,FC_EMBIG_PA,FC_EMBIG_PG,FC_EMBIG_PY,FC_EMBIG_PE,FC_EMBIG_PH,FC_EMBIG_PL,FC_EMBIG_QA,FC_EMBIG_RO,FC_EMBIG_RU,FC_EMBIG_RW,FC_EMBIG_SA,FC_EMBIG_SN,FC_EMBIG_CS,FC_EMBIG_SK,FC_EMBIG_ZA,FC_EMBIG_KR,FC_EMBIG_LK,FC_EMBIG_SR,FC_EMBIG_TJ,FC_EMBIG_TZ,FC_EMBIG_TH,FC_EMBIG_TT,FC_EMBIG_TN,FC_EMBIG_TR,FC_EMBIG_AE,FC_EMBIG_UA,FC_EMBIG_UY,FC_EMBIG_UZ,FC_EMBIG_VE,FC_EMBIG_VN,FC_EMBIG_ZM
28-Feb-14,100,0,0.321711417,1.74243697,0.217883496,0.44368501,0,0,0.542256403,0.109942598,0,0.294646716,4.856027532,0,0,3.228873967,3.553424678,3.898117838,1.265825016,0.669189866,2.682432282,1.11512818,0.204721343,0.623490301,1.333338198,0,0.458633004,0.324525357,0.442901961,0,0.41312251,0.309851322,3.224313973,0.357779722,4.595274145,0.690588247,0.362203406,0.223166366,3.136317335,0,0,0.851092227,3.401496862,1.960196878,2.131842602,0,4.748213048,0.53940727,0,0.638875389,0.240620815,0.154568083,0.458230279,0,0.381213009,2.335148795,0,0.146294026,3.141776139,4.924314332,3.636750121,0,1.77642799,4.953174824,0,0,0.168247364,1.652018944,0.480639555,3.356269419,0,1.731461602,0,0,0.187071426,0,0.653647462,0,4.7754255,0,3.04022402,1.903557525,0,3.232425098,0.565934098,0.191626141
31-Mar-14,100,0,0.324389974,1.873441298,0.21164117,0.43654404,0,0,0.54466285,0.10898627,0,0.301850238,4.880352589,0,0,3.209881313,3.539228496,3.886589343,1.275138942,0.70584082,2.661057348,1.122801411,0.207132041,0.626262928,1.388903404,0,0.474049924,0.322414136,0.436613977,0,0.424197978,0.311697542,3.194446069,0.362596918,4.576658713,0.705083285,0.371439275,0.222262713,3.155015999,0,0,0.838964233,3.37996571,1.918023131,2.115742121,0,4.740707852,0.533445754,0,0.641119052,0.238750985,0.156661214,0.462034443,0,0.378560239,2.34221351,0,0.147246056,3.149325662,4.890560493,3.578023024,0,1.76877951,4.765247853,0,0,0.171127264,1.62672001,0.473330604,3.3402335,0,1.729402566,0,0,0.186972405,0,0.652156496,0,4.766360321,0,3.114615922,1.922256398,0,3.350303044,0.571402368,0.188567258
30-Apr-14,100,0,0.31474336,1.873012803,0.205898554,0.793156665,0,0,0.530755209,0.106168256,0,0.294314003,4.784922915,0,0,3.156913892,3.814688802,3.871539126,1.473019633,0.698518101,2.5693346,1.094018493,0.20664642,0.599049166,1.409020214,0,0.466735471,0.311806025,0.428490526,0,0.418451826,0.303799487,3.560948171,0.496473687,4.472413428,0.703735419,0.367525026,0.217426419,2.971742574,0,0,0.82289164,3.292930509,1.89090003,2.06051992,0,4.687478043,0.539594928,0,0.62395271,0.23692079,0.149855279,0.460988423,0,0.370208603,2.323367969,0,0.143425418,3.150845307,4.799869886,3.488098005,0,1.778902129,4.49153913,0,0,0.168304629,1.586529811,0.46129698,3.304671401,0,1.777014536,0,0,0.180683198,0,0.649034579,0,4.820368485,0,2.770484348,1.906764791,0,3.494139143,0.561526749,0.491624362
30-May-14,100,0,0.302643566,1.759805891,0.204385106,0.788614129,0,0,0.529246562,0.103248823,0,0.287895584,4.65016837,0,0,3.104994374,3.932215144,3.812121251,1.468094847,0.698518108,2.531070437,1.447817228,0.198862301,0.595331563,1.375115962,0,0.464658799,0.312834481,0.430252085,0,0.415907857,0.298976095,3.496265263,0.636512946,4.467326609,0.719180801,0.35748589,0.206483315,2.982158549,0,0,0.803891145,3.334436546,1.853206046,2.003551579,0,4.635384809,0.545748942,0,0.630490265,0.237997047,0.150324338,0.452864917,0,0.939509235,2.303280387,0,0.142337625,3.04856497,4.71553241,3.426925585,0,1.738974162,4.578287882,0,0,0.157240658,1.565290046,0.4428008,3.228272352,0,1.748418298,0,0,0.178063996,0,0.613380171,0,4.743100116,0,2.924173931,1.893808994,0,3.351809682,0.542457382,0.49168375
30-Jun-14,100,0,0.302040122,1.868711737,0.205672175,0.783421822,0,0,0.537340257,0.103287066,0,0.288909164,4.659076073,0,0,3.120196692,3.898595283,3.82898033,1.477994561,0.6709027,2.539221368,1.450221238,0.190388959,0.597521642,1.370656007,0,0.453402638,0.317751478,0.433196444,0,0.401085935,0.297645814,3.541129861,0.638078426,4.41114954,0.68305116,0.356423468,0.208459152,2.942312294,0,0,0.803550457,3.339912592,1.857122544,2.010189041,0,4.643812867,0.527181634,0,0.618699278,0.239599617,0.149476389,0.454163488,0,0.932242911,2.294747651,0,0.143098233,3.052140929,4.65284742,3.20711411,0,1.743038652,4.62558974,0,0,0.159859878,1.554824637,0.442964428,3.194950588,0,1.756801147,0,0,0.178976745,0,0.617999991,0,4.744815741,0,2.993200999,1.892300226,0,3.541035011,0.545353828,0.505565818
31-Jul-14,100,0,0.300420831,1.990124209,0.204918534,0.785249411,0,0,0.232856324,0.106789059,0,0.291373917,4.567415355,0,0,3.085047118,3.897336411,3.778076846,1.482289779,0.680597775,2.507204542,1.295991846,0.761995129,0.423534553,1.371482991,0,0.447764067,0.313987969,0.433297046,0,0.405386777,0.294715013,3.51111684,0.633645375,4.470958438,0.657145925,0.593001979,0.208882495,2.968712008,0.581624365,0,0.793753939,3.296265655,1.846180242,1.860062422,0,4.579454183,0.517780964,0,0.619311124,0.240301896,0.148524455,0.443380282,0,0.951133938,2.259259301,0,0.139581817,3.025884191,4.594064651,3.180959689,0,1.729744191,4.410430458,0,0,0.162687673,1.550586272,0.442792385,3.167918216,0,1.743139423,0,0,0.181119338,0,0.616505359,0,4.716404215,0,2.992685168,2.05037345,0,3.409172841,0.530201588,0.517397748
29-Aug-14,100,0,0.297250549,1.778575872,0.201145853,0.774263793,0,0,0.229346395,0.107109445,0,0.288859399,4.536984793,0,0,3.101714953,3.998662222,3.791017269,1.466331179,0.886168823,2.49524872,1.306730956,0.796043124,0.427043794,1.36944414,0,0.451363863,0.309464987,0.42470557,0,0.405240177,0.300926155,3.488410354,0.627092961,4.468618808,0.661564445,0.59359836,0.206677442,2.954023468,0.58516927,0,0.783334553,3.284998167,1.813266311,1.82900432,0,4.639579723,0.525308284,0,0.627042615,0.241576394,0.147608658,0.443015766,0,0.924248867,2.302879389,0,0.431643092,3.071209104,4.623375286,3.179731955,0,1.716863861,4.316330494,0,0,0.302438153,1.542475927,0.441279256,3.306854239,0,1.736836021,0,0,0.180941605,0,0.601226556,0,4.726171456,0,2.626777294,2.093563192,0,3.161554417,0.525842102,0.524225804
30-Sep-14,100,0,0.29926468,1.949177648,0.197685176,0.768236058,0,0,0.23803712,0.108630481,0,0.290221409,4.453898775,0,0,3.094621027,4.00231389,3.721012569,1.454753239,0.874086061,2.514574208,1.367250665,0.778367141,0.436482195,1.377873721,0,0.447973641,0.31402007,0.442571992,0,0.413614775,0.307740232,3.477652574,0.634672714,4.426955509,0.677496514,0.606090918,0.211848972,2.927474246,0.587406691,0,0.795060074,3.324466976,1.819379161,2.454432466,0,4.544089073,0.536303,0,0.625967443,0.234914453,0.148946867,0.44433326,0,0.92447006,2.264304844,0,0.435482036,3.039816096,4.623183115,3.032045971,0,1.718988008,4.406411163,0,0,0.303635894,1.522181007,0.446979084,3.28204091,0,1.748135612,0,0,0.178154008,0,0.615274583,0,4.590185363,0,2.592530235,2.035485957,0,2.854699386,0.534439105,0.521659881
31-Oct-14,100,0,0.292014418,1.944529105,0.19751562,0.765333298,0,0,0.237323965,0.109452308,0,0.284572764,4.439280653,0,0,3.037654729,3.960452241,3.761477173,1.426701653,0.869756994,2.473510968,1.365511825,0.768748867,0.423998067,1.565315323,0,0.439227482,0.306241107,0.701543884,0,0.40703885,0.305090528,3.473439187,0.625879355,4.430342714,0.658493634,0.598421175,0,3.194007828,0.582818292,0,0.783616033,3.247778205,1.796604476,2.416336739,0,4.510924436,0.529454378,0,0.627254206,0.230004192,0.145060887,0.434078928,0,0.91424656,2.499784128,0,0.432768318,3.0058843,4.627962103,3.015151815,0,1.713103454,4.349901172,0,0,0.295743451,1.528315893,0.446800523,3.294427847,0,1.719247802,0,0,0.176076302,0,0.602877089,0,4.670251094,0,2.616687187,2.042000118,0,2.652057317,0.525733747,0.504173293
31-Dec-14,100,0,0.273433829,1.964495681,0.190205492,0.756329442,0,0,0.209904887,0.104171327,0,0.287203866,4.490438685,0,0,3.350551281,4.105955187,3.852540967,1.428121212,0.866654674,2.532989723,1.356823743,0.713916292,0.435035865,1.5841882,0.269949031,0.392346324,0.297163939,0.669943559,0,0.406521928,0.300856464,3.605433927,0.644161556,4.522664232,0.647145405,0.604349169,0,3.03823167,0.787512287,0,0.801020088,3.200900968,1.853659376,2.443890781,0,4.587423527,0.523310555,0,0.638178573,0.232521643,0.146380704,0.424467006,0,0.927827218,2.626403891,0,0.441531827,3.0203886,4.812288986,3.10639382,0,1.797762373,3.929768437,0,0,0.29083598,1.532066721,0.454318722,3.357678162,0,1.743730021,0,0,0.176727652,0,0.450635708,0,4.86092727,0,1.845877093,2.108459727,0,1.950655579,0.522259806,0.502469344
30-Jan-15,100,0,0.271324879,2.024408174,0.189546154,0.737708962,0,0,0.17713037,0.110367871,0,0.286094917,4.405954698,0,0,3.40242942,4.186343155,3.891469397,1.42386881,0.84805486,2.534156048,1.383113268,0.732030131,0.44275648,1.57603313,0.271213645,0.393134458,0.300070884,0.644534928,0,0.423786951,0.303528418,3.734840018,0.653587496,4.643614262,0.59867974,0.614739658,0,2.949848643,0.787497998,0,0.813166221,3.197342795,1.881385553,2.41168741,0,4.610694284,0.509701747,0,0.670351347,0.223097429,0.150934082,0.3933253,0,0.938525976,2.678616484,0,0.455505082,3.091052091,4.921204377,3.136844873,0,1.860875233,3.777273432,0,0,0.297259691,1.569601796,0.46693555,3.290973022,0,1.739613081,0,0,0.172995265,0,0.446311543,0,4.939604247,0,1.591887997,2.210648859,0,1.601198179,0.523984655,0.485534574
27-Feb-15,100,0,0.27163625,2.16775548,0.189848719,0.750710429,0,0,0.176910315,0.104950969,0,0.280973981,4.261281717,0,0,3.415153722,4.131218128,3.903449348,1.43996559,0.857256212,2.546812579,1.981346732,0.761743689,0.432407559,1.54955108,0.275187409,0.398173021,0.303002141,0.691691295,0,0.413108202,0.300270777,3.676678812,0.639868573,4.590317302,0.618981471,0.622627761,0,3.018448755,0.78984654,0,0.791393187,3.172079664,1.835561243,2.111956149,0,4.513679921,0.517798617,0,0.660368051,0.226101503,0.149614104,0.404619312,0,0.78153717,2.626587034,0,0.443435071,3.066891126,4.799038553,3.078252114,0,1.796990535,3.993507822,0,0,0.296703196,1.575114266,0.459557437,3.386365106,0,1.70544765,0,0,0.173631512,0,0.435322555,0.280344818,4.742309958,0,1.251994163,2.374502399,0,1.768395046,0.520190674,0.499535488
31-Mar-15,100,0,0.274498634,2.15121902,0.18261977,0.726266141,0,0,0.201335421,0.10613119,0,0.278979915,4.269740461,0,0,3.392682867,4.172452381,3.882710399,1.66091567,1.126779835,2.515099423,1.944645336,0.714075678,0.435052341,1.531002732,0.269739845,0.389961285,0.301870396,0.678101289,0,0.411229803,0.300091392,3.61107956,0.637579289,4.540565444,0.619725949,0.619926523,0,2.960527637,0.791566745,0,0.797774077,3.149819319,1.831602045,2.126379969,0,4.464110483,0.505727172,0,0.658192961,0.223333076,0.150298492,0.414970158,0,0.796629526,2.585191932,0,0.438917476,3.107383515,4.811228445,3.091049228,0,1.774343975,4.223065853,0,0,0.291442791,1.537517573,0.461772597,3.336500376,0,1.684357851,0,0,0.168610775,0,0.437490641,0.277407675,4.684840067,0,1.183585418,2.373739037,0,1.710346016,0.518228202,0.48597091
30-Apr-15,100,0,0.276958996,2.135699855,0.266377741,0.74416743,0,0,0.199910884,0.105927937,0,0.27342571,4.238107759,0,0,3.286492746,4.039164297,3.774897962,1.616391391,1.110551395,2.435904647,1.890484366,0.983746795,0.417239314,1.515537829,0.272897039,0.407888823,0.296023447,0.668701642,0,0.402156883,0.301159831,3.53232848,0.755749327,4.391878023,0.626079038,0.611784961,0,3.087614294,0.778765714,0,0.779114394,3.265233112,1.771385366,2.709243114,0,4.311862929,0.516575973,0,0.62915769,0.22025914,0.145555991,0.422024353,0,0.781557648,2.748042567,0,0.427189035,3.020188188,4.683685286,2.990877099,0,1.716625387,4.196096276,0,0,0.286620402,1.497527033,0.452408164,3.275030591,0,1.636454992,0,0,0.163918434,0,0.432964299,0.276521653,4.50202012,0,1.386148171,2.286992967,0,2.045792604,0.507998572,0.470913899
29-May-15,100,0,0.271919082,2.136420258,0.271901082,0.958454668,0,0,0.210785107,0.108218707,0,0.278067623,4.237899705,0,0,3.274167375,4.055075066,3.740080557,1.590127594,1.115407608,2.430350477,1.873075437,1.178483896,0.42079546,1.486197289,0.274801268,0.401604547,0.296630117,0.661086802,0,0.396377898,0.303131856,3.5177636,0.888993307,4.291672204,0.60711478,0.615952464,0,2.998689166,0.781010175,0,0.783679905,3.258530634,1.783197602,2.693820251,0,4.291565632,0.52787773,0,0.638351127,0.219245953,0.145757315,0.418647879,0,0.776491991,2.737793641,0,0.427962307,2.959964823,4.677115775,2.978972092,0,1.718998167,4.27470244,0,0,0.282124584,1.507759509,0.443008204,3.267631067,0,1.634363427,0,0,0.166256151,0,0.430978463,0.279252203,4.522044498,0,1.37541808,2.276156023,0,1.858837084,0.497153402,0.474086867
30-Jun-15,100,0,0.268275516,2.021371344,0.266822672,0.963623266,0,0,0.214050108,0.10933019,0,0.280944135,4.191480211,0,0,3.231518699,4.04047653,3.658944187,1.586689689,1.09397708,2.433657373,2.088377478,1.107033936,0.804468902,1.480645104,0.265441293,0.390196443,0.292948241,0.653081519,0,0.39059074,0.30092533,3.498469919,0.887531399,4.245270838,0.606237189,0.629273929,0,3.009819712,0.749226655,0,0.77978749,3.276832996,1.776004607,2.685584538,0,4.214881762,0.671314497,0,0.615166876,0.216192599,0.144862603,0.41699274,0,0.791784387,2.713223167,0,0.494857955,2.895637139,4.610256185,2.972452178,0,1.680195627,4.274066363,0,0,0.282789013,1.495899133,0.441784134,3.255245247,0,1.783144152,0,0,0.166629665,0,0.434144211,0.266690511,4.476589087,0,1.454571268,2.204617152,0,1.800228103,0.495442289,0.4514327
31-Jul-15,100,0,0.270148911,2.09517128,0.271141621,0.943979058,0,0,0.215866336,0.109179387,0,0.279687666,4.068487512,0,0,3.219365657,4.064086834,3.649588869,1.581961812,1.078797453,2.426068265,2.055975692,1.053005859,0.812626148,1.440487761,0.26755634,0.509843185,0.286079751,0.662460927,0,0.391144865,0.303339016,3.516893949,0.893055048,4.234955347,0.577022241,0.619586475,0,2.97994854,0.736008405,0,0.782381435,3.299010615,1.781725965,2.66865185,0,4.21141978,0.65507202,0,0.616681143,0.213236263,0.146072614,0.40172251,0,0.790337409,2.71733424,0,0.496405607,2.900732915,4.604093233,2.979982286,0,1.698491032,4.28128362,0,0,0.282337954,1.509835948,0.448093212,3.253745862,0,1.780334106,0,0,0.166819225,0,0.433799434,0.263098761,4.441634365,0,1.656303958,2.220252502,0,1.752438434,0.493156673,0.439994816
31-Aug-15,100,0,0.263470851,2.156335404,0.264172414,0.916150056,0,0,0.212296522,0.105528101,0,0.275180647,3.969426795,0,0,3.111614282,4.046751199,3.536086944,1.565317313,1.055804748,2.434780465,2.026024553,0.921863844,0.801880126,1.424674533,0.257252017,0.477995769,0.283435699,0.63087483,0,0.378545235,0.297411557,3.511592642,0.884959513,4.098743229,0.557218068,1.146331162,0,3.191906087,0.729600491,0,0.774183581,3.254228764,1.764495617,2.599606102,0,4.101322398,0.624548898,0,0.610899671,0.211270478,0.143804598,0.3896472,0,0.787318489,2.677417936,0,0.479462939,2.96381066,4.596919808,2.975983184,0,1.680202869,4.253829796,0,0,0.273114911,1.509800248,0.448102135,3.168820875,0,1.762200674,0,0,0.164649718,0,0.417376004,0.259182898,4.389133138,0,2.126939045,2.135964401,0,1.717644876,0.480110957,0.724782034
30-Sep-15,100,0,0.256785529,2.246252305,0.251960215,0.867974236,0,0,0.216342734,0.104640575,0,0.273314128,3.750399139,0,0,3.058922193,4.089465927,3.413528346,1.5105695,1.003945297,2.50808228,2.042015566,0.865576703,0.793776282,1.333363435,0.249854755,0.452850519,0.276700062,0.592343122,0,0.38269883,0.290106528,3.471096894,0.882249081,4.154250891,0.504308966,1.142482414,0,3.077555056,0.681556561,0,0.775544024,3.220469665,1.775353651,2.627515126,0,4.568828999,0.623990688,0,0.610834973,0.176933127,0.1398901,0.377449275,0,0.781796022,2.718713338,0,0.468444716,3.015077151,4.479365041,3.067692803,0,1.694752577,4.531259861,0,0,0.264299034,1.489479849,0.452890347,3.1161428,0,1.77890906,0,0,0.154137471,0,0.401023019,0.256774431,4.337117091,0,2.304942032,2.11355243,0,1.821164491,0.476061377,0.634627361
30-Oct-15,100,0,0.251231075,2.431950712,0.252569383,0.839745633,0,0,0.214261005,0.099890945,0,0.26346087,3.744845927,0,0,3.020776488,3.974606502,3.344433348,1.486115905,0.992674366,2.486627519,2.050312778,0.892590714,0.738090857,1.298028451,0.242326008,0.451575769,0.271745948,0.581456032,0,0.366985394,0.281475345,3.381611549,0.844842148,4.273837983,0.515540633,1.100447661,0,3.003551407,0.672045464,0,0.741694653,3.077613598,1.719554569,2.664785445,0,5.099362682,0.613466332,0,0.586434786,0.176000094,0.13196346,0.376479167,0,0.804912654,2.778622519,0,0.463593855,3.172061728,4.298395979,3.053781832,0,1.657917166,4.655921099,0,0,0.261726717,1.451952942,0.433770541,3.043931331,0,1.723672262,0,0,0.148484692,0,0.385059965,0.242065185,4.426622972,0,2.246006562,2.09651732,0,1.998951096,0.468274609,0.630748372
30-Nov-15,100,0,0.598068554,2.426414208,0.243472302,0.81472103,0,0,0.210755446,0.097091166,0,0.258678381,3.589456208,0,0,2.889873633,3.863183061,3.205196794,1.436792047,0.969136766,2.513278273,2.021677819,0.879717231,0.665356989,1.247654308,0.235511655,0.434466875,0.262493984,0.56214473,0,0.355816129,0.27432958,3.259221232,0.816881652,4.175277096,0.494859212,1.067422195,0.125394787,2.891034287,0.64168239,0,0.715352659,2.863614988,1.675180391,2.783030047,0,5.469813849,0.576137845,0,0.55116852,0.164656296,0.305871434,0.362291549,0,0.827597177,2.786837771,0,0.436545965,3.181635668,4.014863308,3.029702624,0,1.621127753,4.711988833,0,0,0.247409811,1.40896572,0.410531083,2.935742036,0,2.059784268,0,0,0.145423725,0,0.374132212,0.221531954,4.284497747,0,2.697825173,2.438977198,0,2.097152549,0.442856381,0.630693447
31-Dec-15,100,0,0.583814692,2.507439503,0.246552351,0.813740807,0,0,0.214760937,0.098603474,0,0.266771735,3.350660748,0,0.177278481,2.884084563,3.969162422,3.081648062,1.452316607,0.965041154,2.557252054,2.050698246,0.856153863,0.678695309,1.236260256,0.2224021,0.399881429,0.264579471,0.546132547,0,0.357251735,0.27512152,3.29227537,0.837965557,4.367293576,0.474171014,1.069298352,0.128978651,2.82461011,0.620253242,0,0.448989288,2.990118816,1.717534604,2.781389523,0,5.316660131,0.582880699,0,0.556797732,0.166047949,0.305513465,0.357236958,0,0.851150222,2.846574423,0,0.442530145,3.164696191,4.063934917,3.039225805,0,1.656720851,4.762292003,0,0,0.248304068,1.435176089,0.419847862,2.817841967,0,2.059451071,0,0,0.1464268,0,0.379133445,0.224061685,4.366184116,0,2.605852106,2.449571591,0,2.069017967,0.453648965,0.604038608
29-Jan-16,100,0,0.554537669,2.493515628,0.251165075,0.658916269,0,0,0.210761946,0.092618608,0,0.277067523,3.438162785,0,0.167398088,2.937247278,4.075921282,3.040574838,1.477040361,0.959571991,2.636360668,1.994262305,0.81618111,0.683566863,1.165336432,0.222268455,0.393382352,0.264367026,0.504758892,0,0.359270482,0.274556299,3.334641296,0.855324487,4.454201092,0.433943466,1.074989118,0.12952036,2.781553765,0.641220613,0,0.180786718,3.008903695,1.748524192,2.869296516,0,5.281971055,0.556219978,0,0.572043051,0.159360891,0.311580593,0.357915302,0,0.861779038,2.872651223,0,0.450624084,3.196314974,4.1732608,3.050163602,0,1.684585218,4.78709285,0,0,0.25037127,1.457667782,0.432483508,2.870509718,0,2.062012164,0,0,0.149845704,0,0.37717438,0.212906477,4.449048381,0,2.700646767,2.477404788,0,1.782428077,0.457208318,0.543014464
29-Feb-16,100,0,0.550648618,2.617937859,0.251745513,0.681724118,0,0,0.210667056,0.066057524,0,0.278609276,3.401266578,0,0.172926746,3.017786674,3.961001492,3.053238621,1.472364464,0.972219943,2.618786738,2.300873113,0.856836568,0.693660305,1.213473619,0.225873795,0.414209592,0.269171707,0.512137893,0,0.362480457,0.280613417,3.290483427,0.841572648,4.322429165,0.438886319,1.089486835,0.130293729,2.811469648,0.657078683,0,0.180442107,2.927965566,1.715016155,2.837595365,0,5.424025571,0.390354745,0,0.585997551,0.150950351,0.314857702,0.357202934,0,0.861779425,2.915639999,0,0.444124278,3.272587915,4.156868373,3.086867005,0,1.674937363,4.68720508,0,0,0.252770637,1.441789315,0.436656231,2.853180343,0,2.069830911,0,0,0.153895905,0,0.36405383,0.220539663,4.302888156,0,2.496918436,2.520187035,0,1.834320335,0.460551407,0.569988168
31-Mar-16,100,0,0.570186498,2.593598712,0.246517274,0.687625634,0,0,0.211085734,0.065652324,0,0.278763911,3.554902374,0,0.183142162,3.026565633,3.827534256,3.167074439,1.498307956,1.00053994,2.199937063,2.360668533,0.924628452,0.706972778,1.238935046,0.234558062,0.424293773,0.273144692,0.531230979,0,0.373897802,0.275421886,3.209590376,0.962337795,4.361701718,0.475363563,1.09621946,0.132447042,2.816545968,0.668391957,0,0.178414798,2.875686832,1.684532546,2.84405964,0,5.494618798,0.431217939,0,0.585401662,0.150346529,0.317989491,0.363999326,0,0.875430773,2.925680993,0,0.455597368,3.300439688,4.1734772,2.997659066,0,1.657100013,4.444564648,0,0,0.255471505,1.402476712,0.430146781,2.887167195,0,2.083611424,0,0,0.135168419,0,0.365824593,0.218811866,4.330496684,0,2.555865918,2.557269089,0,1.760309828,0.463133696,0.620245184
29-Apr-16,100,0,0.595146398,2.356396758,0.244965695,0.951933942,0,0,0.209562613,0.075168819,0,0.273301298,3.606043751,0,0.187602977,3.02645341,3.70898426,3.167913387,1.487643977,0.978723239,2.164018396,2.326510323,0.957526305,0.692716872,1.24046593,0.228529195,0.439712068,0.27003725,0.53008108,0,0.368039664,0.274336718,3.167317962,0.945425688,4.344302042,0.478439231,1.070758667,0.131053362,2.832618035,0.658035725,0,0.175500667,2.850529929,1.657322383,2.791771519,0,5.519430697,0.557741679,0,0.583942112,0.14680587,0.309408938,0.361570388,0,0.840786642,3.124197436,0,0.599150358,3.34316013,4.141413915,2.995447756,0,1.627512355,4.388866324,0,0,0.255137434,1.393252654,0.422015031,2.911362232,0,1.94053669,0,0,0.133726756,0,0.36323874,0.223327905,4.294151425,0,2.642769494,2.525106013,0,1.831922609,0.460275165,0.598853719
31-May-16,100,0,0.548482857,3.182102177,0.237188779,0.935392359,0,0,0.205814457,0.075048676,0,0.272660869,3.588781207,0,0.176772215,2.999804934,3.804935151,3.137853021,1.568246265,0.955186459,2.09910399,2.262583542,0.974997212,0.658245816,1.181501416,0.22529577,0.414724259,0.267558409,0.533571281,0,0.52505149,0.270877068,3.176578968,0.927050819,4.32381591,0.484957163,1.056298795,0.128137732,2.857878165,0.633956618,0,0.172679929,2.851654248,1.627088636,2.777896409,0,5.49166674,0.552061574,0,0.568237894,0.133060062,0.301718417,0.356916268,0,0.63900698,3.027493169,0,0.590031144,3.278825984,4.138827502,3.018592256,0,1.58847506,4.442437476,0,0,0.240295381,1.37089389,0.405699051,2.87176553,0,1.884763199,0,0,0.132123955,0,0.355639281,0.22003527,4.318638324,0,2.656619932,2.468606698,0,1.79314388,0.445948567,0.588703446
30-Jun-16,100,0,0.542613846,3.147521065,0.240039304,0.969107752,0,0,0.200736736,0.071778272,0,0.266432608,3.670162837,0,0.177725984,2.982823814,3.885406201,3.242987114,1.602604918,0.948600219,2.062407102,2.273050964,0.915457643,0.642603016,1.180295944,0.218278204,0.40373257,0.262773604,0.548837875,0,0.519545272,0.261729959,3.098013023,0.911562027,4.305954695,0.498438462,1.032741537,0.12598611,2.877149019,0.606663578,0,0.168850962,2.747425546,1.594315483,2.739516698,0,5.516990467,0.54832052,0,0.557249576,0.123469548,0.302886164,0.355543379,0.218152423,0.624137783,3.111509124,0,0.593115554,3.334045367,4.059999694,2.939366879,0,1.574523419,4.31445028,0,0,0.241950247,1.338298453,0.398190657,2.917095833,0,1.870997056,0,0,0.129570791,0,0.356813496,0.217483822,4.261776863,0,2.667724005,2.492144565,0,1.935071423,0.439084012,0.616168637
29-Jul-16,100,0,0.512582134,3.213660565,0.240198698,0.941723991,0,0,0.189100081,0.070207018,0,0.263981346,3.626158128,0,0.181360564,2.998457476,3.913448027,3.154774601,1.619887881,0.9461256,2.01807124,2.368514204,0.908418618,0.663083472,1.276690262,0.216652962,0.409294798,0.254351801,0.520697313,0,0.525732192,0.264558516,3.062579373,0.767015822,4.338260804,0.460928333,1.03451052,0.121472687,2.816810777,0.601861867,0,0.164471296,2.721678086,1.550911005,2.710939241,0,5.411476733,0.565638559,0,0.562692821,0.122357415,0.301365485,0.337034061,0.802584777,0.633008312,3.084442904,0,0.593035922,3.299753093,4.007177662,2.909529953,0,1.546290414,4.233899219,0,0,0.237684375,1.309493225,0.391899619,2.911102707,0,1.889722298,0,0,0.127324264,0,0.349225826,0.215166327,4.04890984,0,2.672329953,2.738752927,0,2.023502198,0.434422141,0.591005673
